asdf_id,v4composites_calibrated_201709.1992.mean,v4composites_calibrated_201709.1993.mean,v4composites_calibrated_201709.1994.mean,v4composites_calibrated_201709.1995.mean,v4composites_calibrated_201709.1996.mean,v4composites_calibrated_201709.1997.mean,v4composites_calibrated_201709.1998.mean,v4composites_calibrated_201709.1999.mean,v4composites_calibrated_201709.2000.mean,v4composites_calibrated_201709.2001.mean,v4composites_calibrated_201709.2002.mean,v4composites_calibrated_201709.2003.mean,v4composites_calibrated_201709.2004.mean,v4composites_calibrated_201709.2005.mean,v4composites_calibrated_201709.2006.mean,v4composites_calibrated_201709.2007.mean,v4composites_calibrated_201709.2008.mean,v4composites_calibrated_201709.2009.mean,v4composites_calibrated_201709.2010.mean,v4composites_calibrated_201709.2011.mean,v4composites_calibrated_201709.2012.mean,v4composites_calibrated_201709.2013.mean,Level,gqid,shapeGroup,shapeID,shapeName,shapeType
35,0.428798781159,2.83059923241,4.10289002564,6.26533102534,6.39093081576,4.30171841341,5.43973259818,8.00110789297,7.33516802756,7.08772103884,6.76773504922,6.66451506364,7.93874361998,7.62820969445,6.96088944719,7.37788827416,0.0,0.0,7.94818252371,7.67734006272,8.6556981363,10.5557952147,ADM2,35,THA,THA-ADM2-46861878B26829203,Ban Phraek,ADM2
36,0.0917930461534,0.129345384896,0.146717812158,0.275358559248,0.349777256204,0.579020794083,0.531221794239,0.639174117855,1.20532296118,0.790711653359,1.30864753246,1.10229091816,1.02080471837,0.861618073006,1.122069401,1.44815331351,0.959477898458,0.24826887359,2.88117193898,2.79877989577,2.3622891072,3.82069652811,ADM2,36,THA,THA-ADM2-46861878B10407028,Ban Phue,ADM2
37,15.9875301508,20.7493427984,17.5851307989,21.5560624653,23.6758302026,20.6912435448,22.9180539674,19.838233739,17.9008875685,18.9574169754,17.4541162911,19.1869633589,20.5554986406,20.5564425105,19.6175363023,20.2265569036,20.343653332,20.3367693964,18.2332715574,21.1534193706,20.4483056596,23.1375695591,ADM2,37,THA,THA-ADM2-46861878B62110500,Ban Pong,ADM2
38,0.0,0.0,0.0738620053081,0.209282308094,0.193724583203,0.132936182474,0.222588307257,0.128585245621,0.275051691066,0.211528849219,0.413472865358,0.446475061159,0.741913290101,0.786930847992,0.59362903012,0.920477553829,0.239977430182,0.826231071046,1.2845101767,1.819688077,1.15906551191,1.36680166596,ADM2,38,THA,THA-ADM2-46861878B31772399,Ban Rai,ADM2
39,0.0,0.648062876948,1.00375194893,7.44041470568,7.55606878663,6.57149533319,10.5602875001,9.94092006463,9.88900085548,10.6736522827,8.66671931507,7.95461361363,6.51033959771,5.45191126527,4.63972960639,3.28555204181,0.883703316149,0.0,6.73641875104,7.37379361694,6.33621479194,6.03856033544,ADM2,39,THA,THA-ADM2-46861878B62371448,Ban Sang,ADM2
40,0.228400166189,0.482737008119,0.334585688184,0.521977010009,0.698568846444,0.465770815379,0.722877743293,0.579573124804,0.51633584565,0.592250626991,0.692374340392,0.734504782816,0.751572622933,0.803187783196,0.713107880106,0.726539569437,0.790420097599,0.690372216573,0.893984627433,0.786096173575,0.832080953729,0.881266864683,ADM2,40,THA,THA-ADM2-46861878B69924630,Ban Ta Khun,ADM2
41,0.0834520491862,0.26378521852,0.000388215240939,0.496954663342,0.526872775307,0.520254915191,0.503360474487,0.543380680462,0.932727864931,1.18982671191,0.989232616613,1.27868130714,1.14303364158,1.05128074078,0.941322382571,0.911692203284,0.730286056341,0.0,1.68045583769,1.54464625614,1.64495532729,1.60364132258,ADM2,41,THA,THA-ADM2-46861878B16614923,Ban Tak,ADM2
42,0.170082733099,0.260286549418,0.268590086278,0.437623973838,0.873200232971,0.239905489613,1.06893263994,0.533438900247,0.741180525427,1.93167131946,1.62768855005,1.3881193485,2.10301034334,2.56705426503,2.95782761954,2.01485542596,0.131431997959,1.2271669071,6.22951131328,5.8466266892,4.23621865365,8.04948519408,ADM2,42,THA,THA-ADM2-46861878B56315320,Ban Thaen,ADM2
43,2.31104202729,4.18601339903,2.41193669802,5.21168968472,5.16848678974,4.14390404735,4.89759006491,4.34933254604,3.74459840844,4.20856771201,4.54777233039,4.54990558056,5.52807821649,4.59748071096,4.89616514828,4.79461835389,5.32784712931,0.802994601005,8.63129971098,8.78488112205,6.54930031354,7.21401924011,ADM2,43,THA,THA-ADM2-46861878B52650242,Ban Thi,ADM2
44,6.31008328145,8.42128659399,9.13353190301,13.7033414865,14.4036922959,12.3885874187,12.6494391921,13.7453430614,11.3831447336,11.9002429895,11.2580297537,11.1191174327,12.1118258952,12.1518011111,11.0020749566,12.4926908701,6.25154736546,4.31497642618,13.653026463,13.0302770781,14.8736830847,16.0770785265,ADM2,44,THA,THA-ADM2-46861878B30667531,Bang Ban,ADM2
