asdf_id,v4composites_calibrated_201709.1992.mean,v4composites_calibrated_201709.1993.mean,v4composites_calibrated_201709.1994.mean,v4composites_calibrated_201709.1995.mean,v4composites_calibrated_201709.1996.mean,v4composites_calibrated_201709.1997.mean,v4composites_calibrated_201709.1998.mean,v4composites_calibrated_201709.1999.mean,v4composites_calibrated_201709.2000.mean,v4composites_calibrated_201709.2001.mean,v4composites_calibrated_201709.2002.mean,v4composites_calibrated_201709.2003.mean,v4composites_calibrated_201709.2004.mean,v4composites_calibrated_201709.2005.mean,v4composites_calibrated_201709.2006.mean,v4composites_calibrated_201709.2007.mean,v4composites_calibrated_201709.2008.mean,v4composites_calibrated_201709.2009.mean,v4composites_calibrated_201709.2010.mean,v4composites_calibrated_201709.2011.mean,v4composites_calibrated_201709.2012.mean,v4composites_calibrated_201709.2013.mean,Level,gqid,shapeGroup,shapeID,shapeISO,shapeName,shapeType
43,2.39444587851,3.42055848649,3.28754946414,4.94113751434,5.75418648391,5.29176852694,5.63842897299,4.82416115425,4.82172592124,4.91967141415,5.29604109295,5.66663061923,5.43938865459,5.69911182982,5.7619788801,5.50320913035,6.3536277715,5.82962710427,6.34014101424,6.76760736269,6.00603032716,6.79228822817,ADM1,43,THA,THA-ADM1-36821470B60815962,TH-90,Songkhla Province,ADM1
44,19.4094905439,23.3895881082,20.6682577097,23.0956971844,24.8325102142,25.0996308245,27.0943718716,26.3491701285,27.1277507088,28.6501477083,27.2745141922,30.3558006086,32.295446077,33.6808066596,32.4218421517,32.0199756004,34.1557714216,37.6048769122,24.1167760313,30.601792231,28.464504102,32.5525255573,ADM1,44,THA,THA-ADM1-36821470B99622137,TH-83,Phuket Province,ADM1
45,4.22977678074,6.75662155166,8.00144273156,11.0351995087,12.2756244575,11.1385091235,10.6055969771,10.07589348,9.82569410591,9.44810414023,9.51222102576,10.0994858484,10.7661678369,9.92061674626,9.58387637699,10.0445722775,3.86219997111,3.62091781721,11.5694990108,11.62409158,12.0242963417,13.7202796792,ADM1,45,THA,THA-ADM1-36821470B91504269,TH-15,Ang Thong Province,ADM1
46,0.642934492665,0.659259542741,0.880330272777,1.13650211174,1.12415315326,1.29597765405,1.36845855951,1.42833106472,1.34300135144,1.36319641015,1.62473217643,1.37744367039,1.87387945477,1.96659625906,2.41265333447,2.08900449092,1.71331096953,0.730960564167,3.67265539605,3.94775279879,3.16486600822,4.07063884351,ADM1,46,THA,THA-ADM1-36821470B36681268,TH-44,Maha Sarakham Province,ADM1
47,1.33268361774,1.93377598057,2.04470261566,3.46293027984,3.80266615123,3.89640808534,5.4447748821,4.17924621781,4.59004571317,4.33315755872,4.62787211637,4.87275081741,4.93800306598,4.54014243218,4.07045654734,4.210497307,4.6066460845,4.01014228693,4.83989611815,4.90778441949,3.50633440746,4.83833675696,ADM1,47,THA,THA-ADM1-36821470B23442314,TH-92,Trang Province,ADM1
48,2.26564422067,4.73611941098,4.44834287427,6.5733966805,7.85024950606,6.87049638154,8.03887457332,7.31192406546,8.30032876658,7.75372814188,7.61413185667,7.62371071343,8.13613495742,8.04492560719,6.70096303259,6.88707439913,5.09259976935,4.91521651654,8.2442337999,9.21472690389,8.55295560194,9.81489944324,ADM1,48,THA,THA-ADM1-36821470B89175552,TH-72,Suphan Buri Province,ADM1
49,3.85263859069,6.54955666322,9.50673037937,11.8333886752,12.3211699399,11.5323027842,10.5369596352,10.0484091527,9.50998894091,9.04123804318,9.35274501921,9.5538019749,10.2406696347,10.1844175711,8.78427740544,9.63206646393,4.72085010366,4.28621485934,10.4429758131,10.7174443451,11.092729231,12.6511706884,ADM1,49,THA,THA-ADM1-36821470B36783186,TH-17,Sing Buri Province,ADM1
50,10.0117564781,12.3852603247,12.7868072635,15.3810107495,17.2370854695,14.718077941,15.4890594323,14.372121605,14.0344662914,14.3248592041,13.8332575071,14.0982798743,15.785972317,15.1779647799,14.1625251358,14.26430034,14.3277205075,17.4450066373,15.266211119,17.5358887594,16.7262402951,18.9162224668,ADM1,50,THA,THA-ADM1-36821470B28950223,TH-75,Samut Songkhram Province,ADM1
51,5.08596575243,8.95764391589,8.74586372019,11.0666946382,12.9479567137,14.2867593252,14.222478765,12.6593411245,12.8179714689,12.6664675896,11.8591349021,13.4380778897,14.3136286925,15.3679260911,13.3772520721,13.577734559,14.6975037378,11.9562929378,12.683991417,15.9520791288,14.3084824054,16.4763518049,ADM1,51,THA,THA-ADM1-36821470B40285974,TH-21,Rayong Province,ADM1
52,0.305065092661,1.37059267476,1.54642667274,3.16101048217,4.08901920922,4.00081040229,4.55045350971,4.15363508508,4.18686225978,4.11715906549,3.83981205268,4.19526515788,4.68404559481,4.76363422846,4.38928037694,4.31393410647,2.76747420752,1.39892005422,5.66080899462,6.76422817483,5.51747721382,6.40132974287,ADM1,52,THA,THA-ADM1-36821470B49800024,TH-25,Prachin Buri Province,ADM1
